ID,Plate Type,Primary Customer City,Primary Customer State,Registration Start Date,Registration Expiration Date,Registration Usage,Vehicle Type,Vehicle Weight,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Body,Primary Color,Vehicle Declared Gross Weight,Fuel Code,Vehicle Recorded GVWR,Vehicle Name,Type,Vehicle Category
2640999,Passenger,New Preston,CT,01/06/2024,01/05/2027,Regular,Passenger,0,2024,Audi,Q8 E-tron Premium,SU,Gray,0,E00,0,Audi Q8 e-tron,BEV,Light-Duty (Class 1-2)
2641011,Passenger,CLINTON,CT,01/16/2024,01/15/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,Gray,2852650,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641016,Passenger,WOLCOTT,CT,01/16/2024,01/15/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,Black,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641025,Passenger,PAWCATUCK,CT,01/06/2024,01/05/2027,Regular,SUV,0,2023,Ford,ESCAPE,SU,Gray,5110956,H04,0,Ford Escape Plug-in Hybrid,PHEV,Light-Duty (Class 1-2)
2641035,Passenger,ENFIELD,CT,01/16/2024,01/15/2027,Regular,Passenger,3000,2024,Toyota,Prius Prime Se,4D,Red,3787458,H04,3500,Toyota Prius Prime,PHEV,Light-Duty (Class 1-2)
2641070,Passenger,BERLIN,CT,01/26/2024,01/25/2027,Regular,Passenger,0,2023,Chrysler,Pacifica Hybrid Touring L,4W,Gray,0,H06,0,Chrysler Pacifica,PHEV,Light-Duty (Class 1-2)
2641081,Passenger,MONROE,CT,01/26/2024,01/25/2027,Regular,Passenger,0,2023,Tesla,Model S,SD,White,0,E00,0,Tesla Model S,BEV,Light-Duty (Class 1-2)
2641095,Passenger,WEST HAVEN,CT,01/26/2024,01/25/2027,Regular,SUV,0,2024,Mitsubishi,Outlander Se,SU,Blue,0,H04,0,Mitsubishi Outlander Plug In,PHEV,Light-Duty (Class 1-2)
2641128,Passenger,SOUTH WINDSOR,CT,01/04/2024,01/03/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641153,Passenger,NEW CANAAN,CT,01/03/2024,01/02/2027,Regular,Passenger,0,2023,Volvo,Xc40 Recharge Plus,SU,Blue,0,E00,0,Volvo XC40 Recharge,BEV,Light-Duty (Class 1-2)
2641161,Passenger,BLOOMFIELD,CT,01/17/2024,01/16/2027,Regular,Passenger,0,2012,Tesla,Model S,4H,Blue,0,E00,0,Tesla Model S,BEV,Light-Duty (Class 1-2)
2641186,Passenger,UNIONVILLE,CT,01/08/2024,01/07/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2641191,Passenger,BRANFORD,CT,01/11/2024,01/10/2027,Regular,Passenger,0,2024,KIA,Niro Ex,EP,Gray,0,H04,0,Kia Niro Plug In,PHEV,Light-Duty (Class 1-2)
2641191,Passenger,BRANFORD,CT,01/11/2024,01/10/2027,Regular,Passenger,0,2024,KIA,Niro Ex,EP,Gray,0,H04,0,Kia Niro Plug In,PHEV,Light-Duty (Class 1-2)
2641200,Passenger,AVON,CT,12/27/2023,12/26/2026,Regular,Passenger,4475,2024,Toyota,Prius Prime Se,4H,Gray,0,H04,4475,Toyota Prius Prime,PHEV,Light-Duty (Class 1-2)
2641226,Passenger,FAIRFIELD,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641244,Passenger,STRATFORD,CT,01/11/2024,01/10/2027,Regular,SUV,0,2023,Nissan,Ariya Evolve+,SU,Blue,0,E00,0,Nissan Ariya,BEV,Light-Duty (Class 1-2)
2641282,Passenger,WESTPORT,CT,01/12/2024,01/10/2027,Regular,SUV,0,2024,Audi,Q8 Sportback S E-tron,4W,Gray,0,E00,0,Audi Q8 e-tron,BEV,Light-Duty (Class 1-2)
2641290,Passenger,STAMFORD,CT,01/16/2024,01/15/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Black,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2641302,Passenger,QUAKER HILL,CT,12/30/2023,12/29/2026,Regular,SUV,0,2023,Toyota,Bz4x Xle,SW,Red,0,E00,5620,Toyota BZ4X,BEV,Light-Duty (Class 1-2)
2641324,Passenger,GLASTONBURY,CT,12/30/2023,12/29/2026,Regular,SUV,0,2024,Lexus,Rx 450h+ Luxury,EP,White,0,H04,0,Lexus Rx 450h+ Luxury,PHEV,Light-Duty (Class 1-2)
2641327,Passenger,BROOKFIELD,CT,12/30/2023,12/29/2026,Regular,SUV,0,2024,Jeep,Wrangler High Altitude 4xe,SU,Black,0,H04,0,Jeep Wrangler 4xe,PHEV,Light-Duty (Class 1-2)
2641353,Passenger,NORWALK,CT,01/04/2024,01/03/2027,Regular,Passenger,0,2024,Polestar,2,4D,Gray,0,E00,0,Polestar 2,BEV,Light-Duty (Class 1-2)
2641383,Passenger,WATERBURY,CT,01/04/2024,01/03/2027,Regular,SUV,5600,2024,Mitsubishi,Outlander Sel,SU,Red,0,H04,6100,Mitsubishi Outlander Plug In,PHEV,Light-Duty (Class 1-2)
2641456,Passenger,BETHANY,CT,01/08/2024,01/07/2027,Regular,SUV,5260,2023,Ford,Mustang Mach-e California Rout,4H,Red,0,E00,5760,Ford Mustang Mach-E,BEV,Light-Duty (Class 1-2)
2641469,Passenger,FAIRFIELD,CT,12/27/2023,12/26/2026,Regular,Passenger,0,2014,Chevrolet,Volt,4H,Silver,0,H04,5000,Chevrolet Volt,PHEV,Light-Duty (Class 1-2)
2641474,Passenger,WESTPORT,CT,12/27/2023,12/26/2026,Regular,Passenger,0,2023,Hyundai,Ioniq 6 Sel,SD,Black,0,E00,0,Hyundai Ioniq 6,BEV,Light-Duty (Class 1-2)
2641484,Passenger,RIDGEFIELD,CT,01/08/2024,01/07/2027,Regular,SUV,6170,2024,BMW,Ix Xdrive50,SU,Gray,0,E00,6867,BMW iX,BEV,Light-Duty (Class 1-2)
2641524,Passenger,PORTLAND,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2019,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641542,Passenger,STAMFORD,CT,01/11/2024,01/10/2027,Regular,SUV,0,2023,Nissan,Ariya Platinum,SU,White,0,E00,0,Nissan Ariya,BEV,Light-Duty (Class 1-2)
2641567,Passenger,WALLINGFORD,CT,01/06/2024,01/05/2027,Regular,Passenger,5400,2023,Nissan,Ariya Evolve+,SU,Blue,0,E00,5900,Nissan Ariya,BEV,Light-Duty (Class 1-2)
2641572,Passenger,STAFFORD SPRINGS,CT,01/06/2024,01/05/2027,Regular,SUV,0,2024,Jeep,Wrangler 4xe,EP,Silver,0,H04,0,Jeep Wrangler 4xe,PHEV,Light-Duty (Class 1-2)
2641590,Passenger,TORRINGTON,CT,12/30/2023,12/29/2026,Regular,Passenger,0,2020,Chevrolet,Bolt Ev Premier,4H,Black,0,E00,0,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
2641602,Passenger,TERRYVILLE,CT,01/24/2024,01/23/2027,Regular,SUV,0,2020,KIA,Niro Ex Premium,SU,Silver,2546574,E00,0,Kia Niro EV,BEV,Light-Duty (Class 1-2)
2641630,Passenger,NEWINGTON,CT,01/24/2024,01/23/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2641637,Passenger,SOUTH WINDHAM,CT,01/03/2024,01/02/2027,Regular,SUV,0,2024,KIA,Ev9 Wind,EP,White,0,E00,0,Kia EV9,BEV,Light-Duty (Class 1-2)
2641637,Passenger,SOUTH WINDHAM,CT,01/03/2024,01/02/2027,Regular,SUV,0,2024,KIA,Ev9 Wind,EP,White,0,E00,0,Kia EV9,BEV,Light-Duty (Class 1-2)
2641681,Passenger,COS COB,CT,01/03/2024,01/02/2027,Regular,Passenger,0,2024,Polestar,2,4D,Silver,0,E00,0,Polestar 2,BEV,Light-Duty (Class 1-2)
2641681,Passenger,COS COB,CT,01/03/2024,01/02/2027,Regular,Passenger,0,2024,Polestar,2,4D,Silver,0,E00,0,Polestar 2,BEV,Light-Duty (Class 1-2)
2641746,Passenger,MERIDEN,CT,01/04/2024,01/03/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641758,Passenger,GLASTONBURY,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Volkswagen,Id.4,4H,Blue,0,E00,0,Volkswagen ID.4,BEV,Light-Duty (Class 1-2)
2641775,Passenger,STAMFORD,CT,12/27/2023,12/26/2026,Regular,Passenger,0,2024,Volvo,Xc90 Ultimate,SU,White,0,H04,0,Volvo XC90 Plug-In,PHEV,Light-Duty (Class 1-2)
2641781,Passenger,STAMFORD,CT,12/27/2023,12/26/2026,Regular,Passenger,0,2023,Mercedes-benz,Eqb 300 4matic,4D,Black,0,E00,0,Mercedes EQB,BEV,Light-Duty (Class 1-2)
2641786,Passenger,UNIONVILLE,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,Red,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641793,Passenger,MILFORD,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2023,Tesla,Model 3,SD,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641798,Passenger,DARIEN,CT,01/07/2024,01/06/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2641831,Passenger,RIDGEFIELD,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Black,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2641832,Passenger,LYME,CT,01/08/2024,01/07/2027,Regular,SUV,0,2023,Toyota,Rav4 Prime Se,SU,White,3929381,G04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2641833,Passenger,GLASTONBURY,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model 3,SD,Blue,842800,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641836,Passenger,MADISON,CT,01/16/2024,01/15/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2641851,Passenger,PLAINVILLE,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model 3,SD,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641852,Passenger,NORTH WINDHAM,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,Blue,4264190,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641927,Passenger,OLD SAYBROOK,CT,01/16/2024,01/15/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2641946,Passenger,TORRINGTON,CT,01/03/2024,01/02/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2641951,Passenger,NEW FAIRFIELD,CT,01/03/2024,01/02/2027,Regular,Passenger,0,2023,Tesla,Model X,SU,Gray,0,E00,0,Tesla Model X,BEV,Light-Duty (Class 1-2)
2641952,Passenger,DANBURY,CT,01/03/2024,01/02/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2641972,Passenger,GUILFORD,CT,01/03/2024,01/02/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Gray,2601326,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2641988,Passenger,GLASTONBURY,CT,12/30/2023,12/29/2026,Regular,SUV,0,2023,KIA,Ev6 Gt Line,EP,Blue,0,E00,0,Kia EV6,BEV,Light-Duty (Class 1-2)
2642001,Passenger,NEW HARTFORD,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Subaru,SOLTERRA TOURING,SU,Gray,0,E00,0,Subaru Solterra,BEV,Light-Duty (Class 1-2)
2642005,Passenger,COLLINSVILLE,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2642008,Passenger,STAMFORD,CT,12/30/2023,12/29/2026,Regular,Passenger,0,2024,Toyota,Rav4 Prime Xse,SW,White,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2642032,Passenger,ROCKY HILL,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model 3,SD,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2642045,Passenger,STAMFORD,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2023,Tesla,Model 3,SD,Black,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2642047,Passenger,WESTPORT,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2023,Tesla,Model 3,SD,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2642076,Passenger,WEST HARTFORD,CT,01/08/2024,01/07/2027,Regular,SUV,0,2024,Jeep,Wrangler 4xe,SU,Gray,0,G04,0,Jeep Wrangler 4xe,PHEV,Light-Duty (Class 1-2)
2642096,Passenger,HEBRON,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2023,Volkswagen,Id.4 Pro S,4H,Gray,0,E00,0,Volkswagen ID.4,BEV,Light-Duty (Class 1-2)
2642135,Passenger,GREENWICH,CT,12/27/2023,12/26/2026,Regular,SUV,0,2023,Rivian,R1s Adventure,SU,Gray,0,E00,8532,Rivian R1S,BEV,Light-Duty (Class 1-2)
2642198,Passenger,PARSIPPANY,NJ,01/04/2024,01/03/2027,Regular,Passenger,0,2024,KIA,Niro Wind,SU,Green,0,E00,0,Kia Niro EV,BEV,Light-Duty (Class 1-2)
2642202,Passenger,HAMDEN,CT,01/04/2024,01/03/2027,Regular,Passenger,0,2021,Tesla,Model 3,SD,Black,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2642208,Passenger,DANBURY,CT,01/17/2024,01/16/2027,Regular,SUV,5335,2024,KIA,Sportage X-line Prestige,SU,Red,0,G04,5335,Kia Sportage Plug-In,PHEV,Light-Duty (Class 1-2)
2642236,Passenger,WEST HARTFORD,CT,12/30/2023,12/29/2026,Regular,Passenger,0,2024,Mini,Cooper Se,2H,Blue,0,E00,0,Mini Hardtop 2 Door EV,BEV,Light-Duty (Class 1-2)
2642256,Passenger,TULSA,OK,01/24/2024,01/23/2027,Regular,Van,0,2021,Chrysler,Pacifica Hybrid Touring L,VN,Blue,0,H06,0,Chrysler Pacifica,PHEV,Light-Duty (Class 1-2)
2642284,Passenger,WEST HARTFORD,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Blue,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2642291,Passenger,FAIRFIELD,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Black,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2642299,Passenger,NEW CANAAN,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model X,SU,White,0,E00,0,Tesla Model X,BEV,Light-Duty (Class 1-2)
2642300,Passenger,STORRS,CT,01/08/2024,01/07/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Black,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2642313,Passenger,NEW HAVEN,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model 3,SD,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2642317,Passenger,NORWALK,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2642405,Passenger,NORWALK,CT,01/27/2024,01/26/2027,Regular,Passenger,0,2023,Mercedes-benz,Eqe Suv 350 4matic,SU,Gray,0,E00,0,Mercedes EQE SUV,BEV,Light-Duty (Class 1-2)
2642440,Passenger,ELLINGTON,CT,12/27/2023,12/26/2026,Regular,Passenger,0,2023,Nissan,Ariya Engage,4H,Black,0,E00,0,Nissan Ariya,BEV,Light-Duty (Class 1-2)
2642483,Passenger,STAMFORD,CT,01/17/2024,01/16/2027,Regular,SUV,0,2023,Hyundai,Ioniq 5 Sel,SU,Teal,0,E00,0,Hyundai Ioniq EV,BEV,Light-Duty (Class 1-2)
2642485,Passenger,WESTPORT,CT,01/17/2024,01/16/2027,Regular,Passenger,0,2020,Tesla,Model 3,4D,Red,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2642514,Passenger,MIDDLETOWN,CT,01/12/2024,01/11/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2642548,Passenger,GREENWICH,CT,01/08/2024,01/07/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Gray,2178837,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2642549,Passenger,STAMFORD,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2642550,Passenger,GLASTONBURY,CT,01/08/2024,01/07/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2642551,Passenger,DARIEN,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Blue,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2642557,Passenger,TULSA,OK,01/12/2024,01/11/2027,Regular,Passenger,0,2024,Jeep,Grand Cherokee Limited 4xe,SU,Silver,0,H04,0,Jeep Grand Cherokee Plug In,PHEV,Light-Duty (Class 1-2)
2642562,Passenger,GLASTONBURY,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2642585,Passenger,NORWALK,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2023,Toyota,Rav4 Prime Se,SU,Blue,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2642637,Combination,NEWINGTON,CT,01/12/2024,01/11/2027,Combination,Truck,8000,2023,Rivian,R1t Adventure,TK,Silver,0,E00,8532,Rivian R1T,BEV,Light-Duty (Class 1-2)
2642677,Passenger,TULSA,OK,01/05/2024,01/04/2027,Regular,Passenger,0,2024,Jeep,Grand Cherokee Limited 4xe,SU,Gray,0,H04,0,Jeep Grand Cherokee Plug In,PHEV,Light-Duty (Class 1-2)
2642686,Passenger,CHESHIRE,CT,01/27/2024,01/26/2027,Regular,Passenger,5530,2024,Toyota,Rav4 Prime Xse,EP,Blue,0,H04,5530,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2642828,Passenger,WILTON,CT,12/27/2023,12/26/2026,Regular,Passenger,0,2019,Tesla,Model 3,4T,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2642929,Passenger,NORWALK,CT,01/04/2024,01/03/2027,Regular,Passenger,0,2023,Tesla,Model 3,SD,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2642951,Passenger,STAMFORD,CT,01/04/2024,01/03/2027,Regular,Passenger,0,2018,Tesla,Model 3,4D,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2642997,Passenger,COLEBROOK,CT,12/30/2023,12/29/2026,Regular,SUV,0,2024,KIA,Ev9 Gt Line,EP,Gray,0,E00,0,Kia EV9,BEV,Light-Duty (Class 1-2)
2642997,Passenger,COLEBROOK,CT,12/30/2023,12/29/2026,Regular,SUV,0,2024,KIA,Ev9 Gt Line,EP,Gray,0,E00,0,Kia EV9,BEV,Light-Duty (Class 1-2)
2643040,Commercial,STAMFORD,CT,01/08/2024,01/07/2025,Commercial,Van,6500,2023,Ford,Transit T-350,VN,White,0,E00,9500,Ford E-Transit,BEV,Light-Duty (Class 1-2)
2643055,Passenger,GREENWICH,CT,01/05/2024,01/04/2027,Regular,Passenger,0,2017,Fiat,500 Electric,2H,White,0,E00,0,Fiat 500e,BEV,Light-Duty (Class 1-2)
2643063,Passenger,MYSTIC,CT,01/08/2024,01/07/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643064,Passenger,HAMDEN,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Chevrolet,Bolt Euv Premier,4H,Silver,0,E00,0,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
2643096,Passenger,TULSA,OK,01/05/2024,01/04/2027,Regular,Passenger,0,2024,Jeep,Grand Cherokee Limited 4xe,SU,White,0,H04,0,Jeep Grand Cherokee Plug In,PHEV,Light-Duty (Class 1-2)
2643103,Passenger,AVON,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2021,Chevrolet,Bolt Ev Lt,4D,Gray,0,E00,0,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
2643107,Passenger,GREENWICH,CT,01/12/2024,01/11/2027,Regular,SUV,0,2023,Tesla,Model Y,SV,Blue,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643119,Passenger,RIDGEFIELD,CT,12/27/2023,12/26/2026,Regular,SUV,0,2023,Rivian,R1s Adventure,SU,White,0,E00,0,Rivian R1S,BEV,Light-Duty (Class 1-2)
2643124,Passenger,STAMFORD,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643161,Passenger,WINSTED,CT,01/27/2024,01/26/2027,Regular,Passenger,0,2023,Ford,Mustang Mach-e Premium,4D,Black,0,E00,0,Ford Mustang Mach-E,BEV,Light-Duty (Class 1-2)
2643213,Passenger,HAMDEN,CT,01/16/2024,01/15/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Black,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643233,Passenger,OLD SAYBROOK,CT,01/08/2024,01/07/2027,Regular,SUV,0,2023,Jeep,Grand Cherokee Limited 4xe,SU,Blue,0,G04,0,Jeep Grand Cherokee Plug In,PHEV,Light-Duty (Class 1-2)
2643250,Passenger,TULSA,OK,01/04/2024,01/03/2027,Regular,Passenger,0,2023,Hyundai,Santa Fe Limited,EP,White,0,H04,0,Hyundai Santa Fe Plug In,PHEV,Light-Duty (Class 1-2)
2643263,Passenger,FARMINGTON,CT,01/08/2024,01/07/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643291,Passenger,ROCKY HILL,CT,01/04/2024,01/03/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Black,3930108,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643294,Passenger,GUILFORD,CT,12/30/2023,12/29/2026,Regular,SUV,0,2023,Volkswagen,Id.4 Pro S,SU,Gray,0,E00,0,Volkswagen ID.4,BEV,Light-Duty (Class 1-2)
2643301,Passenger,ANSONIA,CT,01/12/2024,01/11/2027,Regular,SUV,0,2024,Jeep,Wrangler Sahara 4xe,4W,Silver,0,H04,0,Jeep Wrangler 4xe,PHEV,Light-Duty (Class 1-2)
2643311,Passenger,TULSA,OK,01/04/2024,01/03/2027,Regular,Passenger,0,2023,Hyundai,Santa Fe Limited,EP,White,0,H04,0,Hyundai Santa Fe Plug In,PHEV,Light-Duty (Class 1-2)
2643314,Passenger,GUILFORD,CT,01/24/2024,01/23/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Blue,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643329,Passenger,WALLINGFORD,CT,01/12/2024,01/11/2027,Regular,SUV,4610,2023,Chevrolet,Bolt Euv Lt,EP,White,0,E00,4610,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
2643368,Passenger,TOLLAND,CT,01/24/2024,01/23/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643394,Passenger,MANSFIELD CENTER,CT,01/27/2024,01/26/2027,Regular,SUV,0,2021,Hyundai,Kona Sel,EP,White,6357639,E00,0,Hyundai Kona Electric,BEV,Light-Duty (Class 1-2)
2643422,Passenger,PLAINVILLE,CT,01/09/2024,01/08/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643429,Passenger,AVON,CT,12/27/2023,12/26/2026,Regular,SUV,0,2023,Genesis,Gv60 Performance,SU,Blue,0,E00,0,Genesis GV60 EV,BEV,Light-Duty (Class 1-2)
2643465,Passenger,MIDDLETOWN,CT,01/18/2024,01/17/2027,Regular,SUV,0,2023,Cadillac,Lyriq Luxury,SU,Gray,1670095,E00,0,Cadillac Lyriq,BEV,Light-Duty (Class 1-2)
2643471,Passenger,BRIDGEWATER,CT,01/08/2024,01/07/2027,Regular,SUV,0,2023,Hyundai,Ioniq 5 Limited,SU,Black,0,E00,0,Hyundai Ioniq EV,BEV,Light-Duty (Class 1-2)
2643504,Passenger,SOUTH WINDSOR,CT,01/04/2024,01/03/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Black,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643519,Passenger,WEST HARTFORD,CT,01/08/2024,01/07/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2643529,Passenger,GAYLORDSVILLE,CT,01/17/2024,01/16/2027,Regular,Passenger,0,2019,Hyundai,Ioniq,4D,Blue,0,E00,0,Hyundai Ioniq Plug In,PHEV,Light-Duty (Class 1-2)
2643538,Passenger,NEWINGTON,CT,01/04/2024,01/03/2027,Regular,Passenger,0,2023,Tesla,Model Y,SU,Gray,4517658,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643542,Passenger,TULSA,OK,01/04/2024,01/03/2027,Regular,Passenger,0,2024,Hyundai,Tucson Limited,EP,Gray,0,H04,0,Hyundai Tucson,PHEV,Light-Duty (Class 1-2)
2643546,Passenger,DANBURY,CT,01/12/2024,01/11/2027,Regular,SUV,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2643566,Passenger,STAMFORD,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2643582,Passenger,WATERFORD,CT,01/12/2024,01/11/2027,Regular,Passenger,0,2023,Toyota,Rav4 Prime Xse,4W,Gray,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2643615,Passenger,EAST GRANBY,CT,01/18/2024,01/17/2027,Regular,SUV,0,2024,Hyundai,Tucson Limited,EP,Black,0,H04,0,Hyundai Tucson,PHEV,Light-Duty (Class 1-2)
